#Data from case M models
#Possible outcomes are contained in the 'result' column and are:
#    -ZAMS_L2_overflow: Contact at ZAMS would be deep enough to reach L2. Should merge.
#    -L2_overflow: Stars undergo deep contact reaching L2. Should merge.
#    -off_CHE: Rotational mixing is not efficient enough and one component evolves not chemichally homogeneous.
#    -PISN: One star in the system depletes helium inside the PISN range (60-130 Msun).
#    -double_BH: System should form double BHs (both stars deplete helium outside 60-130 Msun PISN range).
#    -convergence_error: Run did not complete due to convergence issues.
#    -missing_data: For misterious reasons the data for this model is missing/incomplete.
#The column had_contact specifies whether the system had a contact phase, it can have 3 values:
#    -0: No contact.
#    -1: Reached contact during the main sequence.
#    -2: System already at contact during ZAMS.
#Merge times and kerr parameters are provided assuming direct collapse. Even when a PISN is expected,
#these numbers are given due to possible uncertainties in the range for occurrence of PISN.
   log10(M_1i)(Msun)   qratio(M_2i/M_1i)           P_i(days)         metallicity              result         had_contact          M_1f(Msun)          M_2f(Msun)           P_f(days)     merge_time(Gyr)        Kerr_param_1        Kerr_param_2      he_core_mass_1       c_core_mass_1     total_mass_h1_1    total_mass_he4_1      he_core_mass_2       c_core_mass_2     total_mass_h1_2    total_mass_he4_2
               1.825               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.850               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.875               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.900               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.925               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.950               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.975               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.000               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.025               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.050               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.075               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.100               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.125               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.150               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.175               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.200               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.225               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.250               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.275               1.000               3.400        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.300               1.000               3.400        3.162278e-03           double_BH                   1        4.335623e+01        4.335623e+01        6.719783e+01        8.303730e+03        5.791768e-02        5.791768e-02        4.335631e+01        3.798563e+01        1.608966e-41        4.261318e-01        4.335623e+01        3.798563e+01        1.407273e-35        4.261129e-01
               2.325               1.000               3.400        3.162278e-03           double_BH                   1        4.400050e+01        4.400050e+01        7.368863e+01        1.036057e+04        5.572417e-02        5.572417e-02        4.400058e+01        3.857216e+01        3.867532e-50        4.239785e-01        4.400050e+01        3.857216e+01        8.748370e-37        4.239596e-01
               2.350               1.000               3.400        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.375               1.000               3.400        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.400               1.000               3.400        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.425               1.000               3.400        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.450               1.000               3.400        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.475               1.000               3.400        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.500               1.000               3.400        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.525               1.000               3.400        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.550               1.000               3.400        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.575               1.000               3.400        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.600               1.000               3.400        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.625               1.000               3.400        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.650               1.000               3.400        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.675               1.000               3.400        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.700               1.000               3.400        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.400               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.425               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.450               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.475               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.500               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.525               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.550               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.575               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.600               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.625               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.650               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.675               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.700               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.725               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.750               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.775               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.800               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.825               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.850               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.875               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.900               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.925               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.950               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.975               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.000               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.025               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.050               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.075               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.100               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.125               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.150               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.175               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.200               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.225               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.250               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.275               1.000               3.425        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.300               1.000               3.425        3.162278e-03           double_BH                   1        4.335977e+01        4.335977e+01        6.768005e+01        8.462435e+03        5.777695e-02        5.777695e-02        4.335985e+01        3.798563e+01        1.347114e-40        4.261700e-01        4.335977e+01        3.798563e+01        8.167468e-41        4.261514e-01
               2.325               1.000               3.425        3.162278e-03           double_BH                   1        4.397300e+01        4.397300e+01        7.428843e+01        1.059802e+04        5.576470e-02        5.576470e-02        4.397308e+01        3.852952e+01        9.959837e-41        4.240078e-01        4.397300e+01        3.852952e+01        3.428034e-41        4.239888e-01
               2.350               1.000               3.425        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.375               1.000               3.425        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.400               1.000               3.425        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.425               1.000               3.425        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.450               1.000               3.425        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.475               1.000               3.425        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.500               1.000               3.425        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.525               1.000               3.425        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.550               1.000               3.425        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.575               1.000               3.425        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.600               1.000               3.425        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.625               1.000               3.425        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.650               1.000               3.425        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.675               1.000               3.425        3.162278e-03   convergence_error                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               2.700               1.000               3.425        3.162278e-03    ZAMS_L2_overflow                   2                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.400               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.425               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.450               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.475               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.500               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.525               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.550               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.575               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.600               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.625               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.650               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.675               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.700               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.725               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.750               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.775               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.800               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.825               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.850               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.875               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.900               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.925               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.950               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
               1.975               1.000               3.450        3.162278e-03             off_CHE                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -                   -
